Customer ID,Order date,Order value,Product contained in the order
994d799a-9922-4957-ae70-5259262ae4c4,2023-09-21 13:36:54,"123,25",Eyeshadow
ff4fbbf0-e16c-404f-9a4b-8bb0630c4d8d,2022-01-31 7:31:37,"89,5",Foundation
e9c791aa-cb12-4916-b52f-61f76d49ec68,2024-09-02 20:30:16,"130,21",Mascara
074b68af-45e8-46a0-94a5-a5d08fe0b3ed,2023-08-28 0:23:46,"31,1",Mascara
807a68df-eda5-483a-ba38-cfa70e51deb1,2024-08-06 3:17:29,"48,81",Eyeliner
762c08ee-8151-4388-ab6e-db0918595c2f,2021-12-18 11:02:41,"39,23",Blush
77698480-a0fd-491b-a3a8-38090cf04051,2023-08-29 17:06:44,"50,98",Lipstick
9ba303f8-48aa-4614-9e4e-0131644a7877,2021-10-23 3:08:04,"165,19",Mascara
ebfc2aa5-c8c7-4955-8d27-653e83c39b81,2024-06-01 10:51:12,"161,46",Eyeshadow
bd2c0f84-c011-42b9-ad3d-81ddf28fae4f,2021-12-29 0:32:14,"79,93",Powder
c3631ebe-e304-487b-8ea7-26a7e4c1c4ff,2021-07-20 0:11:43,"166,71",Lipstick
bfe55c81-d47e-495c-ac26-865287500709,2023-09-08 20:19:04,"132,53",Powder
0e6b21f3-213a-486e-b22c-feb1026d44c2,2023-11-18 11:27:21,"197,67",Blush
1e486763-ecc1-473a-b6da-8ea4104f6fa2,2023-02-10 20:52:27,"112,18",Powder
cd866037-dc54-4c67-a548-b515b176be98,2022-09-11 1:39:22,"194,89",Foundation
4605dc4a-549f-4214-aae4-f71bf91e6fef,2023-05-22 19:47:48,"28,98",Powder
112a2174-9d27-4596-b945-2195d03ce606,2022-08-06 7:12:21,"80,43",Concealer
da77a75f-3787-4036-9983-fc5a94a2e84d,2024-04-18 14:56:49,"171,36",Eyeliner
0a31f6e2-ad79-44d6-95cb-74713ed0141c,2023-05-29 13:27:12,"95,74",Foundation
6d49fc3c-9837-43c9-be1c-054a75b10f2f,2023-03-02 16:20:59,"174,74",Eyeshadow
b5829344-df47-4a94-b4e3-0195ad0b7811,2022-05-26 3:45:58,"138,36",Foundation
a3851afa-dcdc-4839-ab3d-582628c4f706,2024-01-18 18:04:08,"107,33",Eyeliner
4b703e9e-6ee4-4785-8b98-a7b581164669,2023-08-03 17:53:03,"126,54",Concealer
4377eb7f-d4e3-4136-ab80-4901e24d0a03,2023-05-17 18:35:44,"80,41",Blush
ee6d6c4d-fbac-46f5-87c8-a4cc6445d014,2022-07-13 9:56:23,"100,03",Foundation
0bb4a483-e9b6-45fc-9b4f-a21f12ce40a3,2023-02-13 17:03:57,"126,72",Lipstick
298b7e5d-5b16-44ad-81e7-74de3c740119,2022-04-11 12:19:44,"117,62",Foundation
044ed322-8c98-4c49-b540-33b718ac3907,2023-05-28 9:24:57,"82,19",Blush
b26c687c-72f2-4cf5-9466-72ad4b9e0913,2023-04-23 8:46:27,"153,8",Blush
7dcd1b3a-e956-446b-a762-1ad317579f64,2024-05-16 10:39:01,"47,86",Mascara
6bb6e47d-946d-420f-ac8a-7951e6671a38,2024-06-09 7:48:52,"42,05",Foundation
962a1b9a-9df6-46da-accc-449393e80944,2024-03-21 19:10:01,"103,52",Foundation
6daaea8b-8e2f-44db-8a1b-ef799548e082,2022-07-31 20:29:40,"91,78",Powder
7b9ba35c-8e29-4c03-8e75-3f5774b183dc,2023-05-08 16:45:19,"66,31",Eyeliner
1493c30f-de9a-48b8-a40b-bb28c322b4ff,2022-03-17 6:07:26,"32,39",Mascara
ba9c3ff3-1f0d-418f-a662-a1d2542ffd61,2021-07-26 21:28:29,"160,86",Foundation
2f790ec8-85b9-4f35-9f66-fd74a00f676a,2022-06-20 20:36:24,"69,16",Eyeliner
b3b9e84e-34b6-4cee-89d4-e1bbc4d3fec2,2024-03-11 9:14:30,"56,41",Mascara
8921ef8d-91f0-400b-aa56-89c147065664,2024-02-25 21:13:12,"185,13",Foundation
d5f43cd7-f1d2-4dfc-92a9-4618476e7b43,2023-03-16 1:25:49,"21,16",Blush
bcdbe105-6c44-4570-a88d-cf56a6b9b035,2024-03-15 19:57:46,"187,45",Concealer
175d90c2-1b82-4dfe-b2d3-bb8e8315b0fd,2023-08-18 0:52:28,"105,7",Blush
795f7183-c0f2-49d2-aeb1-ac6a6aa0195f,2024-06-17 16:56:57,"20,08",Foundation
19a12bd7-3d75-47e8-b435-62cc89f20d3c,2021-02-27 22:52:40,"182,68",Blush
b9192c8f-7323-4fd5-aa68-f3907479be76,2021-08-13 15:48:45,"187,48",Blush
c7a3177c-3229-41d3-a386-85f66db7d4f3,2024-05-03 20:50:36,"21,55",Mascara
8432b4f6-f16c-4bc6-92ac-28037e386c41,2021-04-07 3:02:54,"191,76",Eyeliner
065a13d4-32e9-433d-a49e-0f3a63e766b7,2024-01-09 21:58:15,"88,51",Powder
265573bd-4547-4d5f-adda-6196bf6cbfcc,2023-01-27 14:58:58,"157,27",Concealer
7608c47a-a8ad-47e3-9bb0-ecd619e3bfe6,2023-08-09 8:52:51,"163,03",Lipstick
8e67da25-e014-4dc6-b007-579ce529f8d2,2021-08-14 5:52:41,"55,98",Foundation
3048d3c9-0ff3-4b4c-82f2-da9e657475fd,2022-11-22 4:40:59,"156,79",Powder
a9c2b587-8c6d-4114-ac5c-3aba994a5e81,2024-06-22 16:49:08,"183,92",Eyeliner
99d081be-e76f-4887-ac45-33ea33cb1b20,2023-08-07 10:52:59,"182,34",Foundation
73aac3ac-48e5-4a5c-b1a6-37b2122b94bc,2022-09-07 5:45:53,"111,88",Foundation
636fff85-0cb6-4777-8ec1-0d46b2ff9c4f,2024-04-29 13:31:07,"80,17",Blush
efcde5b5-ba72-45f2-a1ee-0c48462d6514,2023-09-23 14:58:00,"191,29",Eyeshadow
cb60fefc-c47e-430e-99b7-02a20d5f024a,2022-11-15 18:58:43,"107,6",Eyeshadow
e5ebd6a9-c906-491f-bb54-7279dca5f650,2023-03-13 4:36:50,"121,06",Eyeliner
31bf3b36-bac1-44b5-8a19-e5a80d5a2ad3,2023-09-21 14:11:53,"31,75",Mascara
e6dc0f67-6617-477d-bf0b-b058541c53ec,2024-09-01 11:51:02,"142,26",Concealer
b48ecf59-2b81-4f6d-b0c1-e266b9706cc7,2022-10-08 22:24:06,"32,97",Blush
6ca3110c-2943-4b5b-948f-e2b7817f3ae7,2022-01-07 7:19:28,"147,16",Blush
8a36d030-11d0-4d54-b50e-61b1d97eb2fc,2024-05-22 4:09:13,"110,9",Eyeliner
243f498a-069a-4854-a8de-5e01f74f509b,2021-04-28 7:59:08,"111,17",Eyeshadow
fa29fad9-5cae-4234-bb10-d4065a55805d,2022-01-06 8:52:40,"137,38",Lipstick
be8c80f8-8b98-4444-b1d2-fc5b8afedf3b,2022-11-27 16:29:32,"41,25",Eyeshadow
ead6b26a-b660-4ef9-9f4e-7e4c3417ccdf,2022-07-09 1:28:11,"110,82",Eyeliner
3c689a3e-f26d-4921-b8c6-32f47991bd1d,2024-04-21 5:39:59,"68,83",Powder
066db941-5f7d-4765-831c-827638e4b0ca,2022-12-16 23:28:25,"150,45",Eyeliner
f914744b-20a2-41f3-9eb3-214e5b167354,2024-06-13 18:13:31,"127,15",Concealer
2c48d008-d10d-4862-b320-132af73a57dd,2023-11-23 23:00:50,"180,66",Mascara
4a6f7151-df05-40c5-83a5-da6370069215,2024-04-04 2:11:52,"88,59",Eyeshadow
da178bce-b321-487a-a28a-b6055dbd0c9a,2024-09-24 13:28:18,"89,61",Mascara
72f7df09-0981-4f5c-a50b-b0c3a9cae383,2024-01-04 1:46:42,"58,45",Foundation
b4555b19-5364-4234-af06-ff0af3d9870a,2023-02-07 14:09:44,"155,55",Lipstick
8f8674b9-1c96-4543-862a-e44ad5d996b6,2021-12-24 18:36:53,"136,58",Blush
16287911-88ed-46d3-99a0-690f696195fa,2022-10-23 22:34:49,"157,12",Concealer
dff0ad78-64b3-4997-b8d9-b7b40abd9cd0,2022-11-20 14:26:55,"133,53",Mascara
a0384ddf-57cd-4e61-bdcc-7312db7f780e,2024-04-28 2:10:03,"194,41",Lipstick
ef991720-9203-4693-a14e-c0bcc5f82087,2021-04-12 21:59:13,"67,57",Eyeliner
c3bc9a0e-a3e6-415a-aeea-871e12071245,2022-01-05 12:04:25,"74,79",Blush
b8c7d897-568a-42d7-9eb6-0291789f9b7f,2022-01-17 2:43:33,"61,65",Mascara
596303d9-36d6-4282-8b6a-1b1d00dd010c,2024-02-26 0:28:59,"184,54",Foundation
82036a66-c988-49ae-a1ec-d7d3204ee236,2022-08-14 12:54:45,"35,47",Foundation
fc62b68b-a5e4-43ef-9ced-85362a86160c,2022-01-03 9:11:52,"99,14",Concealer
fe729797-a949-4f96-aba7-14d9a802ab32,2024-03-02 6:08:49,"146,22",Eyeliner
91fd7d4a-5a31-46a6-9b87-cc5e6d7fe9b2,2022-01-27 9:25:07,"169,15",Blush
01a08af9-6bd5-4636-a472-af5aea70aed1,2022-04-01 12:42:20,"155,63",Concealer
c301bbf7-23b6-4edd-a5d5-446e415d3230,2021-08-26 3:14:17,"195,19",Blush
9bcaa8e0-419e-440a-ab9c-fa617da9c122,2022-07-17 14:59:07,"155,73",Lipstick
e986fd22-3619-451e-a650-b12408adb4a2,2022-09-24 4:46:29,"114,76",Foundation
770ba616-4674-4c3e-8d69-ac143367a0a4,2023-12-25 21:29:29,"90,09",Eyeshadow
5605795e-20e9-42a5-b6d7-87e8919b12f1,2024-06-20 21:14:21,"199,94",Blush
dbceacff-da9d-4d1d-b2c6-c7bccd38228c,2024-03-11 18:04:01,"127,81",Eyeliner
b0799c74-f8f3-4873-bbf2-5b96db62bcf5,2024-05-30 5:28:48,"145,19",Concealer
c1921dc9-214c-4ccd-81a6-16c67ddf6984,2023-06-13 11:25:08,"75,81",Mascara
aac83a3a-d811-4d61-a2e9-be1a97121d3b,2021-06-04 9:17:02,"61,23",Eyeliner
8aee708c-a224-4e57-bdf1-44435a20ed4a,2023-03-01 0:25:09,171,Eyeliner
a616ad7b-0eb0-49f6-a8a7-02b14417110f,2023-03-12 6:14:43,"64,22",Eyeshadow
f5657d00-7ba0-4f58-861a-e8d1f212cc6f,2024-06-13 3:02:55,"89,23",Concealer
88653e42-cefe-43ec-a918-4b9f501049e2,2024-07-25 20:42:53,"137,86",Blush
34d78409-6ab6-4d58-b612-19ad8c11dd86,2022-02-18 8:12:55,"141,52",Powder
546fc06f-0ad0-4c77-b584-b6207ce85032,2024-08-26 10:38:14,"101,29",Mascara
9e3ab369-e692-4ad9-bd00-a94259ff92d2,2023-06-16 13:28:43,"164,74",Lipstick
c79d3a3f-c09b-44d7-bd77-2131acebdbd3,2021-08-16 20:28:57,"181,84",Powder
240eb6c1-c5cf-455f-a78d-b4f648df480e,2021-07-14 17:30:33,"184,71",Blush
1e486763-ecc1-473a-b6da-8ea4104f6fa2,2021-07-20 22:31:27,"128,77",Lipstick
65762909-298b-4db1-b1e5-0582535b0d81,2024-01-30 0:06:58,"49,15",Foundation
b9c30e15-bb99-45b3-88de-7e95b055406c,2022-07-09 15:39:42,"55,94",Eyeshadow
1088a81b-85b1-4cd4-aea0-026b9cbbb38e,2023-05-15 20:59:27,"115,31",Blush
5793ecb3-7916-447a-a403-15d59a72c0f4,2021-05-06 1:55:47,"114,84",Eyeshadow
ebc54b18-cd61-41b5-8695-070d0abd51dd,2022-07-25 23:06:54,"164,1",Lipstick
10c565d5-5405-4bed-9fb8-61a396d53ecf,2022-02-11 19:38:58,"22,52",Blush
65d6d7c1-24b4-4aaf-ab3a-1d340e722efa,2024-01-27 0:21:28,"61,23",Concealer
ea936d96-1f95-460e-a0f2-93491069ff98,2021-06-28 0:02:11,"196,32",Eyeshadow
0d08f653-9d76-4420-a4aa-f2b63602fef9,2023-09-23 18:46:31,"177,84",Powder
2805f980-c013-4085-babc-8a4acd03fc4b,2023-09-10 10:35:00,"58,8",Eyeshadow
0d9b598a-ec57-4e06-8e7e-fc7e2568533e,2023-10-14 15:28:37,"192,6",Lipstick
6b0bbdf8-3437-4798-8b5a-07c1234bf373,2023-10-10 11:25:26,"118,19",Eyeliner
465bb8d7-f519-4484-9a67-b2f9c4fa5577,2024-07-25 4:00:55,"117,38",Concealer
740ef505-d5f0-49d2-8ce6-9e8f79ac54b6,2021-11-12 19:55:41,"157,69",Eyeshadow
67f95cb4-6044-4a2c-9fef-bfd1eda2e63e,2022-12-06 21:15:46,"185,55",Eyeliner
fc6ede84-df48-4f76-b3aa-e80a8215cc65,2021-02-08 9:07:53,"141,59",Blush
77e602f6-5e57-4ddd-ab60-ef72948e40eb,2023-06-16 4:47:05,"113,86",Eyeshadow
0a5ee510-fc99-409c-839c-cea17d41213a,2024-08-05 18:03:34,"139,37",Blush
ba2831ca-0e8c-4f18-9e9d-3b77ba34b580,2023-10-05 0:10:14,"182,93",Eyeshadow
91f92746-1c4e-4303-82e2-86fed887285b,2024-05-21 8:45:02,"51,74",Concealer
1e682c1f-f26b-459b-b85c-fc9ecf130e07,2022-03-21 16:09:00,"51,05",Lipstick
61eb6eb5-e9a9-475b-8165-28c04e8c434c,2021-12-24 20:54:35,"154,72",Eyeshadow
c23ce929-89bc-44b6-9da4-01e9b331cf4d,2024-01-13 1:15:33,"23,54",Eyeshadow
fb813983-106f-42ec-8896-c62cb397b350,2023-11-17 11:47:17,"126,41",Eyeshadow
94a6e692-46ac-44b7-93ef-11285cb8a517,2023-08-22 9:16:12,"42,86",Concealer
446c1893-c9d3-4db9-abb9-aa725c9fb440,2021-11-22 7:00:07,"25,6",Lipstick
ed8e292f-3626-47db-8e69-c7d173de75de,2024-07-25 23:15:38,"175,36",Mascara
e6bcaf9f-848d-46fa-b232-e60cdedc48f8,2023-06-23 6:03:32,"67,42",Mascara
f714f11a-c923-4c39-80e9-889de42d1ba0,2023-11-29 15:47:55,"49,24",Concealer
941c92f3-e9b1-4910-bdda-dbd145e8c1a2,2023-09-26 5:35:50,"146,54",Foundation
04a3e176-2871-468c-a7f2-0af9cbacc159,2023-09-25 7:37:15,"108,12",Concealer
0f2e3f0c-7bcb-4393-8c8b-ce1385e4b222,2022-01-14 0:45:43,"158,11",Eyeliner
31cb5e8e-ae25-42ca-a894-8b4cf0fcccc6,2022-10-14 23:48:47,"160,38",Concealer
06e86e99-2c7d-449e-80b8-b40fd5f0098e,2024-07-01 12:38:59,"135,74",Eyeshadow
9773aac7-97b1-469b-971c-eff18bef7bf0,2024-09-01 7:28:15,"79,18",Lipstick
a44b1bab-a85d-47bd-b581-2056d70a4844,2023-11-22 15:20:27,"165,36",Lipstick
94334bb0-103b-4901-b37f-af64c6839f4a,2021-09-27 19:09:04,"25,29",Concealer
d087d0dd-e6b6-442c-b60a-e10c1436d260,2022-08-28 15:32:09,"117,26",Powder
e3d89280-3754-48d1-b99e-e9237ba0f197,2021-11-27 12:17:36,"23,27",Powder
3144088a-adf8-4bc8-9735-4c9fcac9f43a,2024-01-12 17:22:38,"193,36",Powder
19d1f99b-5da5-4314-9206-9033e2ff5ee7,2023-06-05 20:49:19,"124,94",Eyeliner
49c7c9e8-3bec-4480-aec6-88d45ad68541,2024-07-16 15:12:02,"27,02",Foundation
1ad8ff4f-5ff8-4b57-9279-1bf84a9007ca,2021-07-22 11:50:16,"164,31",Eyeshadow
83b951f1-534b-40c3-97d9-ca4b9005f644,2023-08-22 16:00:16,"72,79",Lipstick
22e7ee59-1414-4ca8-b455-f1f64574a37e,2022-12-31 18:00:14,"152,42",Mascara
e1289e96-ebe3-487b-a8cb-aa9e22d72fab,2023-02-06 14:06:09,"33,03",Mascara
ebc1f2ec-6bc7-4e68-8524-eafd3d9daef3,2024-05-06 20:42:37,"161,63",Powder
9d3c8f95-ee03-4c4b-a8bb-7758eead1250,2024-02-16 7:25:32,"178,77",Concealer
a7e0af0e-43a3-443f-af10-3927c3eb0a41,2024-06-29 9:35:11,"21,86",Concealer
6a6db5ba-a745-4ec1-b2a1-b109f7d26379,2024-09-02 22:57:54,"44,05",Foundation
6c38ad39-9309-471e-9430-067d7eddaec1,2022-10-14 0:02:37,"102,1",Mascara
046736c5-6cd9-41bb-9db4-50ccff730758,2021-01-31 1:39:09,"20,83",Eyeliner
089f059c-f6e6-4035-b612-12fe40dac72e,2021-03-30 20:13:38,"35,8",Eyeliner
d2d92ae0-0131-4401-a893-2907767aabdb,2024-08-18 7:13:56,"175,41",Blush
14268795-b1b2-4d3e-b8da-a7f231837385,2023-08-31 15:49:48,"52,96",Blush
a6c90638-8f04-4c18-afa0-5c08ecffa6d5,2021-06-17 21:41:27,"190,14",Concealer
73e46350-ce0d-4340-b0cc-068d7a9f3f59,2021-07-07 15:32:01,"34,72",Powder
804a51b8-3cdb-4984-8c1a-38582be86c74,2022-07-25 4:59:46,"158,03",Eyeliner
74d52980-32ac-4612-8fc5-449674ab4658,2024-03-21 15:31:07,"91,48",Concealer
52b24e9d-c841-4407-b4bc-c8f79d2474f0,2021-08-24 1:45:54,"139,08",Eyeshadow
ca71c42f-bdc2-4cbb-b2f4-15e81b0a23af,2023-05-17 8:51:48,"199,4",Mascara
ffd0d7be-5b49-4da7-a816-7afd2c66a4b1,2021-06-08 7:44:59,"57,58",Lipstick
536ff84c-82c7-4e62-9f61-7ff963611515,2024-04-02 16:39:01,"42,58",Foundation
d26eeeba-53ff-4644-8741-ee56b5e2834d,2021-02-17 20:06:33,"146,97",Blush
04ae5e3e-f0c5-4802-8474-4ac61df73276,2022-11-03 19:39:30,"38,18",Foundation
26ec6488-6474-44a6-96fa-34078b6f3b7f,2023-08-26 1:21:02,"188,58",Foundation
2fa67af3-1cd3-4c75-8089-432b1e834e4a,2023-06-23 13:28:25,"173,11",Blush
e27ac8e9-d1c3-41bc-86be-643217ee0eb0,2022-07-22 23:10:18,"102,09",Eyeshadow
d873ebcb-fbc4-41d0-82ee-8c58ecea7b07,2023-11-24 5:51:35,"188,35",Eyeliner
7c73accd-ffc3-4373-828d-4d64cab74ebe,2024-02-26 8:32:25,"54,25",Powder
a3c9c8d7-6ceb-4865-afc3-39b95e366dc5,2021-02-09 2:38:23,"168,31",Mascara
405087bd-ff55-4ae5-953d-a58add28c2a1,2021-09-03 16:51:47,"99,92",Blush
bc5d88bf-332f-4ea9-bf21-ea58f88be73e,2021-10-12 5:15:18,"74,51",Lipstick
676b94a1-ecd2-442d-a246-b8560a94891e,2023-12-16 1:06:03,"52,35",Powder
5e8514d9-d683-4e8a-b4cf-7701c7cec878,2023-12-26 16:31:21,"135,13",Powder
d9da7748-3851-4391-8e8d-788aa7b2cd37,2022-10-21 17:23:47,107,Lipstick
75f2bc20-a7f5-495c-9e62-d43f261908b9,2024-02-27 22:55:09,"182,57",Mascara
2bb8a003-e99b-4143-9718-249b5130bd58,2022-05-01 15:04:02,"32,71",Eyeshadow
9394eb11-5da6-4e86-9849-b508089711df,2022-07-14 6:41:25,"29,65",Eyeshadow
f43315c7-6761-4bb1-bdde-4a5be2966126,2023-12-29 15:52:21,"173,28",Powder
de1775c9-ebb9-46ef-979d-5a8d10960ef9,2022-02-20 9:54:07,"185,58",Eyeshadow
5edcacf7-93f7-4327-94f8-0c65d5677a27,2024-03-11 14:06:03,"138,45",Eyeliner
44cf672e-37b2-485d-97f7-8ef2d10e12bc,2023-08-11 5:57:38,"70,9",Lipstick
a13efb41-8120-4651-998c-3b625edbd437,2023-11-04 6:39:59,"193,68",Lipstick
ba0e272b-83f5-4af8-8d27-71da9d9656fd,2023-05-22 14:06:34,"176,49",Powder
a7b3cfe3-a2b7-4418-a448-c239d35af022,2024-02-24 23:39:22,"185,38",Eyeshadow
66f0f769-8909-41ba-98fa-547216752b38,2021-02-09 11:54:05,"71,52",Blush
8294e021-a1d0-4f2d-a3a5-edb17abb8263,2022-02-04 9:15:29,"35,47",Powder
8f42cebe-23b8-40f3-b7cb-1a27974fdedc,2021-09-19 5:02:04,"122,75",Eyeliner
aecb2682-6fe4-4e69-8122-5ce9528eaf4b,2021-12-09 16:52:14,"72,93",Blush
6c06a266-ffe0-426c-82f1-23e6e85364ca,2021-07-20 1:34:29,"154,92",Mascara
69199a8a-aea6-4315-88ef-444a6e63ffa4,2023-07-01 22:33:23,"70,51",Powder
7d6a840f-e5b7-4b77-a9a4-3d8d0a76ef0d,2022-06-20 21:44:04,"96,25",Powder
07a86284-5741-45dd-9c16-187f8bb62549,2023-09-04 3:25:36,"172,25",Lipstick
9bfb383b-15ec-4ba0-a34f-d76bdb153331,2023-01-25 10:49:24,"128,42",Lipstick
4e25877b-928a-4366-9eab-86882e9c87b2,2024-05-23 10:28:19,"127,16",Foundation
8c3af69e-7474-4f6f-adbd-b6e57844c2ac,2021-07-23 14:31:41,"45,45",Eyeliner
10d41a34-2ce2-48dc-931c-617d97a922a2,2023-09-27 8:01:23,"71,2",Lipstick
dbf2158f-31a1-439f-8ac8-8edb50ece3ec,2024-03-13 3:55:49,"96,74",Powder
770e78e7-8a83-41e3-9266-d2d74ee8c29a,2024-01-05 22:05:28,"28,26",Mascara
05eae756-111a-40c6-b6be-813738d0b720,2021-05-25 16:08:09,"55,78",Foundation
1f91a794-b579-41e7-8564-ae1c8cb079f5,2024-02-15 0:58:09,"149,78",Eyeliner
501de827-f8f2-4123-89f0-07fabbb1b775,2022-03-26 4:50:48,"132,14",Concealer
fbfd7895-faf5-49af-9334-bb74a5d0ed96,2023-01-06 10:09:47,"48,43",Powder
812ae397-7d68-4437-a5d3-fdfdead0ab52,2024-07-04 8:55:58,"55,45",Eyeliner
008a068a-f318-4700-8813-2c8e20ce705e,2021-12-06 10:48:09,"48,95",Eyeshadow
0cdff20e-c1e7-4ade-858e-8dfb98468947,2023-06-13 14:15:25,"131,44",Concealer
b5892007-0208-4aef-adc6-74121ea06961,2023-12-18 22:06:07,"41,55",Eyeliner
a3289b58-a62f-45c2-b0cc-8eec3b3fd363,2022-09-23 19:56:47,"98,89",Foundation
c27722d2-bff6-47ab-abb8-435e1f0c91a9,2023-01-14 20:44:32,"157,92",Powder
09d1a23b-41ed-4ad7-b799-e29648d44935,2021-09-11 11:28:28,"161,28",Lipstick
35bba6f5-9f03-406d-a19d-e20cf5a84782,2022-08-31 22:03:56,"197,47",Eyeliner
a5276546-768e-4101-bac2-496e62436476,2022-03-12 16:18:55,"115,82",Blush
96da5e4c-9818-4a41-9859-63210bc2f6c4,2022-04-03 1:46:39,"96,63",Concealer
2fba0022-51a4-47a8-983e-05143eb74425,2024-04-14 12:16:44,"154,43",Mascara
a3857fdb-59af-4adf-bad4-da061c10d6c9,2023-07-12 2:31:21,"188,2",Concealer
1a6b157e-500e-4d6d-8bc4-9f7f141118b0,2021-07-25 14:07:26,"153,17",Eyeshadow
732796e4-6785-4ef1-9a02-ef0d19f3ecfc,2021-12-24 9:16:10,"138,02",Lipstick
88181942-b427-4996-8016-88d21a874912,2023-09-30 0:03:20,"142,06",Powder
139a9a4b-1cb4-4b91-b718-d0bdd7db31c9,2024-02-15 5:24:55,"82,72",Foundation
ebfc2aa5-c8c7-4955-8d27-653e83c39b81,2021-03-31 12:26:05,"130,48",Eyeshadow
d809d3a0-fdd3-4311-b869-157d4fc2b983,2022-07-03 3:50:20,"113,45",Concealer
0bded216-0863-4195-a960-a9f6b395bc69,2024-07-14 16:02:54,"122,03",Mascara
ef0b16a9-0814-4afe-85ad-33fbea430e3e,2023-08-22 9:13:07,"41,17",Lipstick
12f6c3db-462f-49e0-ac37-d027e4443472,2024-09-04 3:42:26,"24,72",Lipstick
a507ce00-9b8d-4616-ba83-7d908953d484,2022-03-27 15:34:14,"83,94",Concealer
14fc02f0-7b85-4413-a222-8d40d4f87897,2021-12-12 23:31:15,"78,63",Mascara
fff90f02-b0c3-44bf-b32e-0c07351184f9,2022-10-25 2:34:40,"123,1",Powder
119ccd19-7acd-42ac-b046-95584302d502,2023-07-30 22:19:24,"29,81",Lipstick
e8bf9cd8-ec3a-4189-be48-44ffaf8c67ce,2024-01-05 19:17:38,"138,41",Foundation
7c923fb0-29ec-4824-b19e-071d267dad13,2023-05-16 6:50:57,"20,6",Lipstick
1372c380-c140-441c-b635-8066e5d151bc,2023-06-06 19:39:00,"164,33",Concealer
22c5547c-ecee-47ad-a5eb-2af774888a36,2021-05-09 7:45:09,"25,57",Eyeliner
f025ff13-0b00-4c3b-a8cd-12ac64f33f45,2022-07-21 21:52:36,"126,49",Eyeliner
b05ad81f-597d-48fa-9ebd-3f0656f2e91e,2022-12-06 0:12:11,"134,06",Eyeshadow
c30759a4-48a1-43ab-9d55-daaffefc5b4a,2022-03-07 19:31:04,"75,2",Eyeshadow
b7bf492b-0cb0-46fd-812c-98b28964f2ac,2021-04-11 0:16:47,"83,09",Powder
29f25341-2a92-477c-8d6c-ec24ff059fba,2023-01-27 10:57:44,"96,03",Lipstick
ebcf5a62-988a-40e8-b910-e6db1e1aec5e,2021-04-06 21:25:20,"124,57",Mascara
71813db7-6c20-4fe0-a6e5-c4f92268315e,2024-05-15 21:13:17,"50,26",Eyeliner
6d6fee53-ed1a-4748-94b5-8fb5cd656a21,2024-08-29 6:18:14,"100,66",Foundation
eeaa7008-6e1b-4f49-b8f5-3b4df4efb265,2021-04-17 15:35:47,"136,44",Foundation
380a4a2c-a403-4a4c-bd38-4383378ff0c0,2022-06-29 23:03:14,"75,02",Eyeliner
51eec456-2ca1-440a-a2d9-ae837c091f35,2021-11-06 9:14:31,"150,14",Concealer
61533e07-1151-4e92-980b-5c39de9f5695,2024-01-06 18:28:45,"24,06",Eyeliner
1197a1ae-a4ad-4b24-90ae-180f7af5613d,2021-03-19 5:41:44,"94,87",Foundation
d60c94de-922c-49a8-a074-42c32f7babcc,2022-07-18 3:55:10,"101,38",Lipstick
3405095c-8a50-46c1-ac18-8efbd080e66e,2022-11-15 20:00:35,"30,28",Foundation
